plantID	nShoots	heightIndex	finalShootHeight	abovegroundVolume	nFlowers	FFDindex	FFD	nPodsTotal	fruitsPerFlower	seedsPerFruit	nIntactSeeds	propPredSeeds	Mum	Dad	grazingY0
ind216:7	3	observed	182	1343.473353	35	observed	115.5	18	0.514285714	3.75	22.66689145	0.740845238	38:2:1	18:4:2	1
ind124:4	2	observed	163	838.8119929	41	model	114.7797047	16	0.390243902	4.4	49.10772794	0.316004514	19:1:7	11:1:2	0
ind466:1	2	observed	176	1412.04788	10	noBudSize	124.1098725	4	0.4	2.25	0.707265209	0.950844508	13:7:1	14:2:2	0
ind481:8	3	model	207.0003649	2739.548158	34	observed	119	23	0.676470588	6.2	94.59615621	0.350807687	4:1:6	24:3:2	1
ind68:2	5	model	161.9365169	1773.526254	85	observed	120	24	0.282352941	1.4	18.15520906	0.535199623	12:8:2	9:1:6	1
ind565:2	2	observed	153	622.9641573	9	noBudSize	124.1098725	8	0.888888889	5.4	26.33822826	0.412535974	13:6:2	31:3:5	0
ind560:2	2	observed	157	562.3069146	2	observed	123	2	1	5.5	3	0.733333333	13:6:2	31:4:6	1
ind281:1	4	observed	222	7826.948229	79	observed	120	44	0.556962025	3.8	78.93739521	0.534825406	19:2:4	22:4:1	1
ind255:3	7	observed	203	8812.448644	57	noBudSize15	119.3048068	17	0.298245614	2.8	28.25883358	0.483740201	6:1:1	4:1:4	0
ind340:4	4	observed	207	2422.338524	25	observed	127	18	0.72	3.4	27.58815491	0.524554121	16:5:1	12:9:2	1
ind544:2	2	observed	218	887.6221326	17	observed	127	10	0.588235294	2.4	7.203924917	0.789325551	12:4:5	19:1:7	1
ind233:1	2	observed	271	2768.021944	15	observed	123	10	0.666666667	3.2	16	0.433333333	39:5:2	11:1:2	1
ind151:2	2	observed	237	2439.765881	36	noBudSize15	119.3048068	18	0.5	6.8	56.37460487	0.529600416	19:5:5	39:2:3	0
ind290:3	1	model	207.0003649	913.1827193	10	observed	129.5	8	0.8	5	25.00203577	0.374829699	6:1:1	39:2:3	1
ind227:5	4	observed	308	5480.933128	14	observed	132	4	0.285714286	8.75	28.99753151	0.173713965	39:3:3	23:1:4	0
ind447:2	4	observed	172	1635.975578	26	observed	129.5	14	0.538461538	4.6	40.01623604	0.394989695	12:6:1	4:1:4	0
ind237:1	2	observed	237	1851.304894	35	observed	129.5	9	0.257142857	4	38.25	0.125	39:5:2	15:3:2	1
ind174:1	3	observed	207	1854.601917	12	noBudSize	124.1098725	2	0.166666667	5.5	11	0	2:4:1	8:4:1	0
ind248:1	2	observed	222	1893.148552	21	observed	127	17	0.80952381	5.2	73.65547964	0.139792216	39:5:3	15:3:2	1
ind458:3	2	observed	220	1597.421325	23	observed	136.5	13	0.565217391	4	65	0	12:10:2	7:1:1	1
ind250:4	3	model	167.338999	1207.492384	15	observed	133	14	0.933333333	3.8	44.8	0.2	6:1:1	13:8:4	1
ind256:7	3	model	224.4562414	3742.019924	7	noBudSize	124.1098725	7	1	8	56	0	6:1:1	4:1:4	0
ind612:5	3	observed	175	1248.382527	4	noBudSize	139.6170168	1	0.25	8	8	0	8:1:2	12:8:2	0
ind216:4	1	model	237.3206836	1546.00341	11	noBudSize	124.1098725	0	0	NA	NA	NaN	38:2:1	18:4:2	0
ind245:8	2	observed	230	2258.01972	16	noBudSize	128.9149382	11	0.6875	5.8	63.8	0	39:5:2	8:5:1	0
ind230:2	2	model	207.6125452	1847.257267	8	model	131.2175388	0	0	NA	NA	NaN	39:3:3	31:1:2	0
ind577:6	2	model	216.1043012	2155.680382	23	observed	119	17	0.739130435	5	30.87010145	0.648144744	12:4:6	14:5:5	1
ind262:1	1	model	236.7424566	1531.545222	15	observed	119	10	0.666666667	5	20.84963114	0.583956322	6:2:3	24:2:1	1
ind195:2	4	observed	185	3047.842816	16	observed	123	10	0.625	4.6	25.13445109	0.595703744	22:4:1	31:3:4	1
ind332:1	2	observed	229	1837.266844	32	observed	119	25	0.78125	2	19.46849235	0.783471831	33:1:1	6:2:3	1
ind593:1	2	model	229.7559766	2729.305071	58	model	118.4107224	24	0.413793103	2.8	32.47573499	0.49296105	39:4:2	8:3:2	0
ind395:3	2	model	153.6851825	579.9830085	11	observed	129.5	8	0.727272727	5	28.39913411	0.335584962	21:2:4	16:1:2	1
ind556:4	2	observed	163	1139.914799	19	observed	129.5	6	0.315789474	2.2	9	0.5	12:3:4	14:5:5	1
